ID | NAME | TIME_ZONE | COUNTRY_ID
654,Kimberley,2,206
655,Krugersdorp,2,206
656,Kroonstad,2,206
657,Kuruman,2,206
658,Kleinsee,2,206
659,Lichtenburg,2,206
660,Lambertsbaai,2,206
661,Langebaanweg,2,206
662,Ladysmith,2,206
663,Middelburg,2,206
664,Margate,2,206
665,Marble Hall,2,206
666,Majuba Power Station,2,206
667,Malalane,2,206
668,Musina,2,206
669,Mkuze,2,206
670,Newcastle,2,206
671,Nylstroom,2,206
672,Overberg,2,206
673,Oudtshoorn,2,206
674,Port Elizabeth,2,206
675,Plettenberg Bay,2,206
676,Phalaborwa,2,206
677,Polokwane,2,206
678,Port Saint Johns,2,206
679,Pietermaritzburg,2,206
680,Pilanesberg,2,206
681,Potgietersrus,2,206
682,Potchefstroom,2,206
683,Parys,2,206
684,Queenstown,2,206
685,Richard's Bay,2,206
686,Rustenburg,2,206
687,Robertson,2,206
688,Springbok,2,206
689,Secunda,2,206
690,Saldanha,2,206
691,Springs,2,206
692,Swartkop,2,206
693,Sishen,2,206
694,Swellendam,2,206
695,Skukuza,2,206
696,Tommy's Field,2,206
697,Tutuka,2,206
698,Tzaneen,2,206
699,Ulundi,2,206
700,Upington,2,206
701,Umtata,2,206
702,Vryburg,2,206
703,Vredendal,2,206
704,Vereeniging,2,206
705,Pretoria,2,206
706,Witbank,2,206
707,Waterkloof,2,206
708,Welkom,2,206
709,Ysterplaat,2,206
710,Zeerust,2,206
711,Francistown,2,30
712,Jwaneng,2,30
713,Kasane,2,30
714,Maun,2,30
715,Gaberone,2,30
716,Selebi-phikwe,2,30
717,Manzini,2,214
718,Bangui,1,43
719,Berberati,1,43
720,Bata,1,68
721,Malabo,1,68
722,Plaisance,4,142
723,Rodriguez Island,4,142
724,Diego Garcia Island,6,33
725,Tiko,1,39
726,Douala,1,39
727,Maroua,1,39
728,Foumban,1,39
729,N'gaoundere,1,39
730,Garoua,1,39
731,Bafoussam,1,39
732,Bamenda,1,39
733,Yaounde,1,39
734,Kasompe,2,248
735,Livingstone,2,248
736,Lusaka,2,248
737,Mfuwe,2,248
738,Mongu,2,248
739,Ndola,2,248
740,Southdowns,2,248
741,Moroni,3,50
742,Moheli,3,50
743,Anjouan,3,50
744,Dzaoudzi,3,143
745,Antananarivo,3,133
746,Miandrivazo,3,133
747,Sainte Marie,3,133
748,Toamasina,3,133
749,Morondava,3,133
750,Antsiranana,3,133
751,Mananara,3,133
752,Andapa,3,133
753,Ambilobe,3,133
754,Antalaha,3,133
755,Analalava,3,133
756,Mahajanga,3,133
757,Nosy-be,3,133
758,Besalampy,3,133
759,Maroantsetra,3,133
760,Sambava,3,133
761,Vohemar,3,133
762,Antsohihy,3,133
763,Ampampamena,3,133
764,Tolagnaro,3,133
765,Fianarantsoa,3,133
766,Farafangana,3,133
767,Manakara,3,133
768,Mananjary,3,133
769,Morombe,3,133
770,Toliara,3,133
771,M'banza-congo,1,7
772,Benguela,1,7
773,Cabinda,1,7
774,Huambo,1,7
775,Kuito,1,7
776,Lobito,1,7
777,Luanda,1,7
778,Malanje,1,7
779,Menongue,1,7
780,Negage,1,7
781,Porto Amboim,1,7
782,Saurimo,1,7
783,Soyo,1,7
784,Lubango,1,7
785,Luena,1,7
786,Uige,1,7
787,Xangongo,1,7
788,Oyem,1,80
789,Okondja,1,80
790,Lambarene,1,80
791,Bitam,1,80
792,Port Gentil,1,80
793,Omboue Hospial,1,80
794,Makokou,1,80
795,Libreville,1,80
796,Franceville,1,80
797,Principe,0,194
798,Sao Tome,0,194
799,Beira,2,152
800,Inhambane,2,152
801,Lichinga,2,152
802,Lumbo,2,152
803,Maputo,2,152
804,Mueda,2,152
805,Mocimboa Da Praia,2,152
806,Marrupa,2,152
807,Nacala,2,152
808,Nampula,2,152
809,Pemba,2,152
810,Quelimane,2,152
811,Songo,2,152
812,Tete,2,152
813,Ulongwe,2,152
814,Vilankulu,2,152
815,Alphonse,4,198
816,Desroches,4,198
817,Farquhar,4,198
818,Mahe,4,198
819,Praslin,4,198
820,Coetivy,4,198
821,Abeche,1,44
822,Moundou,1,44
823,N'djamena,1,44
824,Faya-largeau,1,44
825,Bulawayo,2,249
826,Harare,2,249
827,Chiredzi,2,249
828,Victoria Falls,2,249
829,Kariba,2,249
830,Mutoko,2,249
831,Mutare,2,249
832,Masvingo,2,249
833,Zvishavane,2,249
834,Gwert,2,249
835,Hwange National Park,2,249
836,Blantyre,2,134
837,Karonga,2,134
838,Kasungu,2,134
839,Lilongwe,2,134
840,Mzuzu,2,134
841,Maseru,2,125
842,Bamako,0,137
843,Gao,0,137
844,Kayes,0,137
845,Mopti,0,137
846,Tombouctou,0,137
847,Tessalit,0,137
848,Banjul,0,81
849,Fuerteventura,0,209
850,Hierro,0,209
851,Santa Cruz De La Palma,0,209
852,Gran Canaria,0,209
853,Arrecife,0,209
854,Tenerife,0,209
855,Melilla,1,209
856,Freetown,0,199
857,Cufar,0,94
858,Monrovia,0,126
859,Agadir,0,151
860,Tan Tan,0,151
861,Fes,0,151
862,Ifrane,0,151
863,Er-rachidia,0,151
864,Meknes,0,151
865,Oujda,0,151
866,Ben Slimane,0,151
867,Rabat,0,151
868,Casablanca,0,151
869,Marrakech,0,151
870,Kentira,0,151
871,Ouarzazate,0,151
872,Al Hociema,0,151
873,Tetouan,0,151
874,Tanger,0,151
875,Ziguinchor,0,196
876,Cap Skiring,0,196
877,Kaolack,0,196
878,Dakar,0,196
879,St. Louis,0,196
880,Bakel,0,196
881,Kedougou,0,196
882,Tambacounda,0,196
883,Aioun El Atrouss,0,141
884,Tidjikja,0,141
885,Kiffa,0,141
886,Nema,0,141
887,Kaedi,0,141
888,Nouakschott,0,141
889,Selibabi,0,141
890,Atar,0,141
891,Nouadhibou,0,141
892,Bir Moghrein,0,141
893,Fira,0,93
894,Faranah,0,93
895,Labe,0,93
896,Addis Ababa,3,71
897,Arba Minch,3,71
898,Axum,3,71
899,Bahar Dar,3,71
900,Dire Dawa,3,71
901,Gambella,3,71
902,Gondar,3,71
903,Jimma,3,71
904,Lalibella,3,71
905,Makale,3,71
906,Asosa,3,71
907,Bujumbura,2,37
908,Hargeisa,3,205
909,Berbera,3,205
910,Kismayu,3,205
911,Alexandria,2,66
912,Abu Simbel,2,66
913,Cairo,2,66
914,Hurghada,2,66
915,El Gorah,2,66
916,Luxor,2,66
917,Mersa-matruh,2,66
918,Port Said,2,66
919,St. Catherine,2,66
920,Aswan,2,66
921,El-tor,2,66
922,Eldoret,3,116
923,Kakamega,3,116
924,Kisumu,3,116
925,Kitale,3,116
926,Lodwar,3,116
927,Lamu,3,116
928,Mombasa,3,116
929,Naivasha,3,116
930,Nairobi,3,116
931,Wajir,3,116
932,Buattifel,2,127
933,Giallo,2,127
934,Ghat,2,127
935,Kufra,2,127
936,Benghazi,2,127
937,Sebha,2,127
938,Tripoli,2,127
939,Marsa Brega,2,127
940,Ras Lanouf V 40,2,127
941,Hon,2,127
942,Dahra,2,127
943,Ghadames,2,127
944,Zella 74,2,127
945,Gisenyi,2,184
946,Kigali,2,184
947,Kamembe,2,184
948,Dongola,3,211
949,Damazin,3,211
950,El Fasher,3,211
951,Kassala,3,211
952,Kadugli,3,211
953,El Obeid,3,211
954,Juba,3,208
955,Malakal,3,211
956,Khartoum,3,211
957,Arusha,3,220
958,Dar Es Salaam,3,220
959,Dodoma,3,220
960,Iringa,3,220
961,Kilimanjaro,3,220
962,Lake Manyara,3,220
963,Mtwara,3,220
964,Mwanza,3,220
965,Tanga,3,220
966,Zanzibar,3,220
967,Entebbe,3,232
968,Soroti,3,232
969,Tirana,1,3
970,Bourgas,2,35
971,Gorna Orechovica,2,35
972,Plovdiv,2,35
973,Sofia,2,35
974,Stara Zagora,2,35
975,Varna,2,35
976,Larnaca,2,59
977,Paphos,2,59
978,Akrotiri,0,59
979,Dubrovnik,1,56
980,Cepin,1,56
981,Osijek,1,56
982,Pula,1,56
983,Grobnik,1,56
984,Rijeka,1,56
985,Split,1,56
986,Varazdin,1,56
987,Zagreb,1,56
988,Zadar,1,56
989,Udbina,1,56
990,Albacete,1,209
991,Alicante,1,209
992,Almeria,1,209
993,Aviles,1,209
994,Cordoba,1,209
995,Bilbao,1,209
996,Barcelona,1,209
997,Badajoz,1,209
998,La Coruna,1,209
999,Granada,1,209
1000,Gerona,1,209
1001,Madrid,1,209
1002,Ibiza,1,209
1003,Jerez,1,209
1004,Murcia,1,209
1005,Malaga,1,209
1006,Menorca,1,209
1007,Sevilla,1,209
1008,Ocana,1,209
1009,Pamplona,1,209
1010,Reus,1,209
1011,Rota,1,209
1012,Salamanca,1,209
1013,Son Bonet,1,209
1014,San Luis,1,209
1015,San Sebastian,1,209
1016,Santiago,1,209
1017,Seo De Urgel,1,209
1018,Valencia,1,209
1019,Valladolid,1,209
1020,Vitoria,1,209
1021,Vigo,1,209
1022,Santander,1,209
1023,Zaragoza,1,209
1024,Calais,1,76
1025,Peronne,1,76
1026,Nangis,1,76
1027,Bagnole-de-l'orne,1,76
1028,Albert,1,76
1029,Le Tourquet,1,76
1030,Valenciennes,1,76
1031,Amiens,1,76
1032,Agen,1,76
1033,Cazaux,1,76
1034,Bordeaux,1,76
1035,Bergerac,1,76
1036,Toulouse,1,76
1037,Cognac,1,76
1038,Poitiers,1,76
1039,Montlucon-gueret,1,76
1040,Limoges,1,76
1041,Mont-de-marsan,1,76
1042,Niort,1,76
1043,Pau,1,76
1044,La Rochelle,1,76
1045,Tarbes,1,76
1046,Angouleme,1,76
1047,Brive,1,76
1048,Perigueux,1,76
1049,Biarritz-bayonne,1,76
1050,Cahors,1,76
1051,St.-girons,1,76
1052,Arcachon,1,76
1053,Albi,1,76
1054,Castres,1,76
1055,Millau,1,76
1056,Graulhet,1,76
1057,Rodez,1,76
1058,Ussel,1,76
1059,Villeneuve-sur-lot,1,76
1060,Royan,1,76
1061,Mimizan,1,76
1062,Aire-sur-l'adour,1,76
1063,Montauban,1,76
1064,Auch,1,76
1065,Libourne,1,76
1066,Pamiers,1,76
1067,Marmande,1,76
1068,Rochefort,1,76
1069,Pontivy,1,76
1070,Aubigny-sur-nere,1,76
1071,Guiscriff-scaer,1,76
1072,Ancenis,1,76
1073,Brienne-le Chateau,1,76
1074,Colmar,1,76
1075,Beaune,1,76
1076,Dole,1,76
1077,Joigny,1,76
1078,Verdun,1,76
1079,Aubenas-vals-lanas,1,76
1080,Le Puy,1,76
1081,St.-flour,1,76
1082,Bourg,1,76
1083,Vilefrance,1,76
1084,Moulins,1,76
1085,St.-afrique-belmont,1,76
1086,Cassagnes-beghones,1,76
1087,Metz,1,76
1088,Bastia,1,76
1089,Calvi,1,76
1090,Figari,1,76
1091,Ajaccio,1,76
1092,Propriano,1,76
1093,Solenzara,1,76
1094,Corte,1,76
1095,Auxerre,1,76
1096,Chambery,1,76
1097,Clermont-Ferrand,1,76
1098,Bourges,1,76
1099,Chalon,1,76
1100,Annemasse,1,76
1101,Lyon,1,76
1102,Macon,1,76
1103,St.-yan,1,76
1104,Roanne,1,76
1105,Annecy,1,76
1106,Grenoble,1,76
1107,Montlucon,1,76
1108,Valence,1,76
1109,Vichy,1,76
1110,Aurillac,1,76
1111,Chateauroux,1,76
1112,Aix-les-milles,1,76
1113,Le Luc,1,76
1114,Cannes,1,76
1115,St-Etienne,1,76
1116,Istres,1,76
1117,Carcassonne,1,76
1118,Marseille,1,76
